method,path,file,auth,roles/permission,entidades,consumidor_front,status
GET,/api/marketing/exports,apps/api/src/routes/marketing.ts:529,jwt,,marketing,sim,ativo
GET,/api/marketing/content-calendar,apps/api/src/routes/marketing.ts:558,jwt,,marketing,sim,ativo
POST,/api/marketing/content-calendar,apps/api/src/routes/marketing.ts:577,jwt,,marketing,sim,ativo
PUT,/api/marketing/content-calendar/:id,apps/api/src/routes/marketing.ts:602,jwt,,marketing,sim,ativo
DELETE,/api/marketing/content-calendar/:id,apps/api/src/routes/marketing.ts:638,jwt,,marketing,sim,ativo
POST,/api/marketing/exports,apps/api/src/routes/marketing.ts:650,jwt,,marketing,sim,ativo
DELETE,/api/marketing/exports/:id,apps/api/src/routes/marketing.ts:678,jwt,,marketing,sim,ativo
GET,/api/marketing/roi,apps/api/src/routes/marketing.ts:695,jwt,,marketing,sim,ativo
GET,/api/marketing/ltv-maximizer/opportunities,apps/api/src/routes/marketing.ts:725,jwt,,marketing,sim,ativo
GET,/api/marketing/public/fisiolink/:slug,apps/api/src/routes/marketing.ts:857,public,,marketing,sim,ativo
POST,/api/marketing/public/fisiolink/:slug/click,apps/api/src/routes/marketing.ts:872,public,,marketing,sim,ativo
GET,/api/organizations/current,apps/api/src/routes/organizations.ts:56,jwt,,organizations,sim,ativo
GET,/api/organizations/:id,apps/api/src/routes/organizations.ts:106,jwt,,organizations,sim,ativo
POST,/api/organizations,apps/api/src/routes/organizations.ts:163,jwt,,organizations,sim,ativo
PUT,/api/organizations/:id,apps/api/src/routes/organizations.ts:190,jwt,,organizations,sim,ativo
GET,/api/prestadores,apps/api/src/routes/prestadores.ts:43,jwt,,prestadores,sim,ativo
GET,/api/prestadores/metrics,apps/api/src/routes/prestadores.ts:61,jwt,,prestadores,sim,ativo
POST,/api/prestadores,apps/api/src/routes/prestadores.ts:80,jwt,,prestadores,sim,ativo
PUT,/api/prestadores/:id,apps/api/src/routes/prestadores.ts:110,jwt,,prestadores,sim,ativo
DELETE,/api/prestadores/:id,apps/api/src/routes/prestadores.ts:139,jwt,,prestadores,sim,ativo
PUT,/api/prestadores/:id/status,apps/api/src/routes/prestadores.ts:152,jwt,,prestadores,sim,ativo
GET,/api/medical-requests,apps/api/src/routes/medicalRequests.ts:17,jwt,,medicalRequests,sim,ativo
POST,/api/medical-requests,apps/api/src/routes/medicalRequests.ts:39,jwt,,medicalRequests,sim,ativo
POST,/api/medical-requests/:id/files,apps/api/src/routes/medicalRequests.ts:64,jwt,,medicalRequests,sim,ativo
DELETE,/api/medical-requests/:id,apps/api/src/routes/medicalRequests.ts:94,jwt,,medicalRequests,sim,ativo
DELETE,/api/medical-requests/:id/files/:fileId,apps/api/src/routes/medicalRequests.ts:114,jwt,,medicalRequests,sim,ativo
GET,/api/financial/vouchers,apps/api/src/routes/financial-commerce.ts:11,jwt,,financial-commerce,sim,ativo
POST,/api/financial/vouchers,apps/api/src/routes/financial-commerce.ts:32,jwt,,financial-commerce,sim,ativo
PUT,/api/financial/vouchers/:id,apps/api/src/routes/financial-commerce.ts:59,jwt,,financial-commerce,sim,ativo
DELETE,/api/financial/vouchers/:id,apps/api/src/routes/financial-commerce.ts:88,jwt,,financial-commerce,sim,ativo
GET,/api/financial/user-vouchers,apps/api/src/routes/financial-commerce.ts:100,jwt,,financial-commerce,sim,ativo
POST,/api/financial/user-vouchers/:id/consume,apps/api/src/routes/financial-commerce.ts:133,jwt,,financial-commerce,sim,ativo
POST,/api/financial/vouchers/:id/checkout,apps/api/src/routes/financial-commerce.ts:170,jwt,,financial-commerce,sim,ativo
POST,/api/financial/vouchers/checkout/verify,apps/api/src/routes/financial-commerce.ts:208,jwt,,financial-commerce,sim,ativo
GET,/api/financial/nfse,apps/api/src/routes/financial-commerce.ts:269,jwt,,financial-commerce,sim,ativo
POST,/api/financial/nfse,apps/api/src/routes/financial-commerce.ts:282,jwt,,financial-commerce,sim,ativo
PUT,/api/financial/nfse/:id,apps/api/src/routes/financial-commerce.ts:313,jwt,,financial-commerce,sim,ativo
DELETE,/api/financial/nfse/:id,apps/api/src/routes/financial-commerce.ts:344,jwt,,financial-commerce,sim,ativo
GET,/api/financial/nfse-config,apps/api/src/routes/financial-commerce.ts:359,jwt,,financial-commerce,sim,ativo
PUT,/api/financial/nfse-config,apps/api/src/routes/financial-commerce.ts:372,jwt,,financial-commerce,sim,ativo
GET,/api/exercise-videos,apps/api/src/routes/exerciseVideos.ts:24,jwt,,exerciseVideos,sim,ativo
GET,/api/exercise-videos/by-exercise/:exerciseId,apps/api/src/routes/exerciseVideos.ts:68,jwt,,exerciseVideos,sim,ativo
GET,/api/exercise-videos/:id,apps/api/src/routes/exerciseVideos.ts:84,jwt,,exerciseVideos,sim,ativo
POST,/api/exercise-videos,apps/api/src/routes/exerciseVideos.ts:94,jwt,,exerciseVideos,sim,ativo
PUT,/api/exercise-videos/:id,apps/api/src/routes/exerciseVideos.ts:132,jwt,,exerciseVideos,sim,ativo
DELETE,/api/exercise-videos/:id,apps/api/src/routes/exerciseVideos.ts:172,jwt,,exerciseVideos,sim,ativo
POST,/api/exercise-videos/upload-url,apps/api/src/routes/exerciseVideos.ts:202,jwt,,exerciseVideos,sim,ativo
POST,/api/exercise-videos/stream-webhook,apps/api/src/routes/exerciseVideos.ts:270,webhook-secret (HMAC STREAM_WEBHOOK_SECRET),,exerciseVideos,sim,ativo
GET,/api/telemedicine/rooms,apps/api/src/routes/telemedicine.ts:70,jwt,,telemedicine,sim,ativo
GET,/api/telemedicine/rooms/:id,apps/api/src/routes/telemedicine.ts:102,jwt,,telemedicine,sim,ativo
POST,/api/telemedicine/rooms,apps/api/src/routes/telemedicine.ts:132,jwt,,telemedicine,sim,ativo
POST,/api/telemedicine/rooms/:id/start,apps/api/src/routes/telemedicine.ts:181,jwt,,telemedicine,sim,ativo
PUT,/api/telemedicine/rooms/:id,apps/api/src/routes/telemedicine.ts:226,jwt,,telemedicine,sim,ativo
POST,/api/telemedicine/livekit-token,apps/api/src/routes/telemedicine.ts:365,jwt,,telemedicine,sim,ativo
POST,/api/telemedicine/rooms/:id/summary,apps/api/src/routes/telemedicine.ts:418,jwt,,telemedicine,sim,ativo
GET,/api/projects,apps/api/src/routes/projects.ts:8,jwt,,projects,sim,ativo
GET,/api/projects/:id,apps/api/src/routes/projects.ts:46,jwt,,projects,sim,ativo
POST,/api/projects,apps/api/src/routes/projects.ts:85,jwt,,projects,sim,ativo
PUT,/api/projects/:id,apps/api/src/routes/projects.ts:125,jwt,,projects,sim,ativo
DELETE,/api/projects/:id,apps/api/src/routes/projects.ts:185,jwt,,projects,sim,ativo
GET,/api/commissions/summary,apps/api/src/routes/commissions.ts:9,jwt,,commissions,sim,ativo
GET,/api/commissions/therapist/:id,apps/api/src/routes/commissions.ts:59,jwt,,commissions,sim,ativo
POST,/api/commissions/config,apps/api/src/routes/commissions.ts:76,jwt,,commissions,sim,ativo
POST,/api/commissions/payout,apps/api/src/routes/commissions.ts:107,jwt,,commissions,sim,ativo
GET,/api/commissions/config,apps/api/src/routes/commissions.ts:152,jwt,,commissions,sim,ativo
POST,/api/webhooks/neon-auth,apps/api/src/routes/webhooks.ts:103,webhook-secret,,webhooks,sim (consumidor externo),ativo
GET,/api/autocomplete,apps/api/src/routes/autocomplete.ts:11,public,,autocomplete,não,ativo
GET,/api/autocomplete/pending,apps/api/src/routes/autocomplete.ts:80,jwt,,autocomplete,não,ativo
POST,/api/autocomplete/suggest,apps/api/src/routes/autocomplete.ts:104,public,,autocomplete,não,ativo
POST,/api/autocomplete/moderate,apps/api/src/routes/autocomplete.ts:198,jwt,,autocomplete,não,ativo
GET,/api/profile/me,apps/api/src/routes/profile.ts:152,jwt,,profile,sim,ativo
GET,/api/profile/therapists,apps/api/src/routes/profile.ts:209,jwt,,profile,sim,ativo
PUT,/api/profile/me,apps/api/src/routes/profile.ts:237,jwt,,profile,sim,ativo
GET,/api/profile/users/:id,apps/api/src/routes/profile.ts:341,jwt,,profile,sim,ativo
PUT,/api/profile/users/:id,apps/api/src/routes/profile.ts:401,jwt,,profile,sim,ativo
PATCH,/api/profile/me/public,apps/api/src/routes/profile.ts:567,jwt,,profile,sim,ativo
DELETE,/api/profile/me,apps/api/src/routes/profile.ts:624,jwt,,profile,sim,ativo
GET,/api/profile/admin/pending,apps/api/src/routes/profile.ts:671,jwt,,profile,sim,ativo
POST,/api/profile/admin/approve/:profileId,apps/api/src/routes/profile.ts:693,jwt,,profile,sim,ativo
GET,/api/documents,apps/api/src/routes/documents.ts:36,jwt,,documents,sim,ativo
POST,/api/documents,apps/api/src/routes/documents.ts:55,jwt,,documents,sim,ativo
DELETE,/api/documents/:id,apps/api/src/routes/documents.ts:109,jwt,,documents,sim,ativo
GET,/api/documents/atestado-templates,apps/api/src/routes/documents.ts:124,jwt,,documents,sim,ativo
POST,/api/documents/atestado-templates,apps/api/src/routes/documents.ts:142,jwt,,documents,sim,ativo
PUT,/api/documents/atestado-templates/:id,apps/api/src/routes/documents.ts:172,jwt,,documents,sim,ativo
DELETE,/api/documents/atestado-templates/:id,apps/api/src/routes/documents.ts:208,jwt,,documents,sim,ativo
GET,/api/documents/contrato-templates,apps/api/src/routes/documents.ts:220,jwt,,documents,sim,ativo
POST,/api/documents/contrato-templates,apps/api/src/routes/documents.ts:238,jwt,,documents,sim,ativo
PUT,/api/documents/contrato-templates/:id,apps/api/src/routes/documents.ts:269,jwt,,documents,sim,ativo
DELETE,/api/documents/contrato-templates/:id,apps/api/src/routes/documents.ts:307,jwt,,documents,sim,ativo
POST,/api/documents/print,apps/api/src/routes/documents.ts:323,jwt,,documents,sim,ativo
GET,/api/nps,apps/api/src/routes/nps.ts:23,jwt,,nps,sim,ativo
GET,/api/nps/stats,apps/api/src/routes/nps.ts:50,jwt,,nps,sim,ativo
GET,/api/nps/:id,apps/api/src/routes/nps.ts:77,jwt,,nps,sim,ativo
POST,/api/nps,apps/api/src/routes/nps.ts:90,jwt,,nps,sim,ativo
DELETE,/api/nps/:id,apps/api/src/routes/nps.ts:125,jwt,,nps,sim,ativo
GET,/api/public-nps/:token,apps/api/src/routes/nps.ts:142,public,,nps,sim,ativo
POST,/api/public-nps/:token/respond,apps/api/src/routes/nps.ts:166,public,,nps,sim,ativo
POST,/api/reports/pdf,apps/api/src/routes/reportsPdf.ts:48,jwt,,reportsPdf,desconhecido,ativo
POST,/api/reports/pdf/share,apps/api/src/routes/reportsPdf.ts:113,jwt,,reportsPdf,desconhecido,ativo
GET,/api/reports/pdf/templates,apps/api/src/routes/reportsPdf.ts:132,jwt,,reportsPdf,desconhecido,ativo
GET,/api/crm-automations,apps/api/src/routes/crmAutomations.ts:21,jwt,,crmAutomations,sim,ativo
GET,/api/crm-automations/templates,apps/api/src/routes/crmAutomations.ts:33,jwt,,crmAutomations,sim,ativo
POST,/api/crm-automations,apps/api/src/routes/crmAutomations.ts:41,jwt,,crmAutomations,sim,ativo
PUT,/api/crm-automations/:id,apps/api/src/routes/crmAutomations.ts:78,jwt,,crmAutomations,sim,ativo
DELETE,/api/crm-automations/:id,apps/api/src/routes/crmAutomations.ts:129,jwt,,crmAutomations,sim,ativo
GET,/api/crm-automations/:id/executions,apps/api/src/routes/crmAutomations.ts:155,jwt,,crmAutomations,sim,ativo
POST,/api/crm-automations/scan,apps/api/src/routes/crmAutomations.ts:170,jwt,,crmAutomations,sim,ativo
GET,/api/scheduling/recurring-series,apps/api/src/routes/scheduling-recurring.ts:18,jwt,,scheduling-recurring,sim,ativo
POST,/api/scheduling/recurring-series,apps/api/src/routes/scheduling-recurring.ts:45,jwt,,scheduling-recurring,sim,ativo
PUT,/api/scheduling/recurring-series/:id,apps/api/src/routes/scheduling-recurring.ts:84,jwt,,scheduling-recurring,sim,ativo
DELETE,/api/scheduling/recurring-series/:id,apps/api/src/routes/scheduling-recurring.ts:147,jwt,,scheduling-recurring,sim,ativo
GET,/api/scheduling/recurring-series/:id/occurrences,apps/api/src/routes/scheduling-recurring.ts:162,jwt,,scheduling-recurring,sim,ativo
GET,/api/scheduling/appointment-types,apps/api/src/routes/scheduling-recurring.ts:183,jwt,,scheduling-recurring,sim,ativo
POST,/api/scheduling/appointment-types,apps/api/src/routes/scheduling-recurring.ts:197,jwt,,scheduling-recurring,sim,ativo
PUT,/api/scheduling/appointment-types/:id,apps/api/src/routes/scheduling-recurring.ts:226,jwt,,scheduling-recurring,sim,ativo
DELETE,/api/scheduling/appointment-types/:id,apps/api/src/routes/scheduling-recurring.ts:308,jwt,,scheduling-recurring,sim,ativo
POST,/api/auth/login,apps/api/src/routes/auth.ts:151,public,,auth,sim (app mobile),ativo
POST,/api/auth/signup,apps/api/src/routes/auth.ts:226,public+turnstile,,auth,sim (app mobile),ativo
POST,/api/auth/forgot-password,apps/api/src/routes/auth.ts:263,public+turnstile,,auth,sim (app mobile),ativo
POST,/api/auth/reset-password,apps/api/src/routes/auth.ts:287,public+turnstile,,auth,sim (app mobile),ativo
POST,/api/auth/logout,apps/api/src/routes/auth.ts:313,public,,auth,sim (app mobile),ativo
GET,/api/auth/session,apps/api/src/routes/auth.ts:329,public,,auth,sim (app mobile),ativo
GET,/api/standardized-tests,apps/api/src/routes/standardizedTests.ts:42,jwt,,standardizedTests,sim,ativo
GET,/api/standardized-tests/:id,apps/api/src/routes/standardizedTests.ts:100,jwt,,standardizedTests,sim,ativo
POST,/api/standardized-tests/extract,apps/api/src/routes/standardizedTests.ts:141,jwt,,standardizedTests,sim,ativo
POST,/api/standardized-tests,apps/api/src/routes/standardizedTests.ts:153,jwt,,standardizedTests,sim,ativo
DELETE,/api/standardized-tests/:id,apps/api/src/routes/standardizedTests.ts:214,jwt,,standardizedTests,sim,ativo
GET,/api/organization-members,apps/api/src/routes/organizationMembers.ts:8,jwt,,organizationMembers,sim,ativo
PATCH,/api/organization-members/:userId/phone,apps/api/src/routes/organizationMembers.ts:52,jwt,,organizationMembers,sim,ativo
GET,/api/invitations,apps/api/src/routes/invitations.ts:8,jwt,,invitations,sim,ativo
POST,/api/invitations,apps/api/src/routes/invitations.ts:22,jwt,,invitations,sim,ativo
PATCH,/api/invitations/:id,apps/api/src/routes/invitations.ts:55,jwt,,invitations,sim,ativo
DELETE,/api/invitations/:id,apps/api/src/routes/invitations.ts:77,jwt,,invitations,sim,ativo
GET,/api/invitations/validate/:token,apps/api/src/routes/invitations.ts:89,public,,invitations,sim,ativo
POST,/api/invitations/use/:token,apps/api/src/routes/invitations.ts:101,public,,invitations,sim,ativo
GET,/api/referrals/ranking,apps/api/src/routes/referrals.ts:18,jwt,,referrals,sim,ativo
GET,/api/referrals/codes,apps/api/src/routes/referrals.ts:47,jwt,,referrals,sim,ativo
POST,/api/referrals/codes,apps/api/src/routes/referrals.ts:62,jwt,,referrals,sim,ativo
GET,/api/referrals/fisio-links,apps/api/src/routes/referrals.ts:90,jwt,,referrals,sim,ativo
GET,/api/referrals/clicks-daily,apps/api/src/routes/referrals.ts:108,jwt,,referrals,sim,ativo
GET,/api/nfse/config,apps/api/src/routes/nfse.ts:67,jwt,,nfse,sim,ativo
PUT,/api/nfse/config,apps/api/src/routes/nfse.ts:128,jwt,,nfse,sim,ativo
GET,/api/nfse,apps/api/src/routes/nfse.ts:187,jwt,,nfse,sim,ativo
GET,/api/nfse/test-connection,apps/api/src/routes/nfse.ts:253,jwt,,nfse,sim,ativo
GET,/api/nfse/:id,apps/api/src/routes/nfse.ts:274,jwt,,nfse,sim,ativo
POST,/api/nfse/generate,apps/api/src/routes/nfse.ts:291,jwt,,nfse,sim,ativo
POST,/api/nfse/send/:id,apps/api/src/routes/nfse.ts:379,jwt,,nfse,sim,ativo
POST,/api/nfse/test/:id,apps/api/src/routes/nfse.ts:429,jwt,,nfse,sim,ativo
GET,/api/nfse/consulta-nfse/:id,apps/api/src/routes/nfse.ts:492,jwt,,nfse,sim,ativo
GET,/api/nfse/consulta-lote/:numeroLote,apps/api/src/routes/nfse.ts:534,jwt,,nfse,sim,ativo
POST,/api/nfse/cancel/:id,apps/api/src/routes/nfse.ts:570,jwt,,nfse,sim,ativo
POST,/api/nfse/:id/cancel,apps/api/src/routes/nfse.ts:633,jwt,,nfse,sim,ativo
GET,/api/nfse/danfse/:id,apps/api/src/routes/nfse.ts:642,jwt,,nfse,sim,ativo
POST,/api/nfse/batch,apps/api/src/routes/nfse.ts:689,jwt,,nfse,sim,ativo
DELETE,/api/nfse/:id,apps/api/src/routes/nfse.ts:770,jwt,,nfse,sim,ativo
GET,/api/ai-clinical-search,apps/api/src/routes/ai-clinical-search.ts:29,jwt,,ai-clinical-search,sim,ativo
GET,/api/ai-clinical-search/patients/:id/similar,apps/api/src/routes/ai-clinical-search.ts:105,jwt,,ai-clinical-search,sim,ativo
GET,/api/exams,apps/api/src/routes/exams.ts:17,jwt,,exams,sim,ativo
POST,/api/exams,apps/api/src/routes/exams.ts:35,jwt,,exams,sim,ativo
POST,/api/exams/:id/files,apps/api/src/routes/exams.ts:61,jwt,,exams,sim,ativo
DELETE,/api/exams/:id,apps/api/src/routes/exams.ts:91,jwt,,exams,sim,ativo
DELETE,/api/exams/:id/files/:fileId,apps/api/src/routes/exams.ts:110,jwt,,exams,sim,ativo
GET,/api/crm/leads,apps/api/src/routes/crm.ts:45,jwt,,crm,sim,ativo
GET,/api/crm/leads/:id,apps/api/src/routes/crm.ts:87,jwt,,crm,sim,ativo
POST,/api/crm/leads,apps/api/src/routes/crm.ts:100,jwt,,crm,sim,ativo
PUT,/api/crm/leads/:id,apps/api/src/routes/crm.ts:182,jwt,,crm,sim,ativo
DELETE,/api/crm/leads/:id,apps/api/src/routes/crm.ts:273,jwt,,crm,sim,ativo
GET,/api/crm/leads/:id/historico,apps/api/src/routes/crm.ts:290,jwt,,crm,sim,ativo
POST,/api/crm/leads/:id/historico,apps/api/src/routes/crm.ts:312,jwt,,crm,sim,ativo
GET,/api/crm/tarefas,apps/api/src/routes/crm.ts:345,jwt,,crm,sim,ativo
POST,/api/crm/tarefas,apps/api/src/routes/crm.ts:378,jwt,,crm,sim,ativo
PUT,/api/crm/tarefas/:id,apps/api/src/routes/crm.ts:403,jwt,,crm,sim,ativo
DELETE,/api/crm/tarefas/:id,apps/api/src/routes/crm.ts:448,jwt,,crm,sim,ativo
GET,/api/crm/campanhas,apps/api/src/routes/crm.ts:468,jwt,,crm,sim,ativo
POST,/api/crm/campanhas/audience-count,apps/api/src/routes/crm.ts:501,jwt,,crm,sim,ativo
GET,/api/crm/campanhas/:id/summary,apps/api/src/routes/crm.ts:520,jwt,,crm,sim,ativo
POST,/api/crm/campanhas,apps/api/src/routes/crm.ts:541,jwt,,crm,sim,ativo
PUT,/api/crm/campanhas/:id,apps/api/src/routes/crm.ts:646,jwt,,crm,sim,ativo
DELETE,/api/crm/campanhas/:id,apps/api/src/routes/crm.ts:684,jwt,,crm,sim,ativo
GET,/api/evolution-versions,apps/api/src/routes/evolutionVersions.ts:10,jwt,,evolutionVersions,sim,ativo
POST,/api/evolution-versions,apps/api/src/routes/evolutionVersions.ts:26,jwt,,evolutionVersions,sim,ativo
POST,/api/lgpd/data-deletion-request,apps/api/src/routes/lgpd.ts:29,jwt,,lgpd,não,ativo
GET,/api/lgpd/data-deletion-requests,apps/api/src/routes/lgpd.ts:75,jwt,,lgpd,não,ativo
GET,/api/lgpd/clinical-access-logs,apps/api/src/routes/lgpd.ts:94,jwt,,lgpd,não,ativo
GET,/api/announcements,apps/api/src/routes/announcements.ts:10,jwt,,announcements,sim,ativo
PUT,/api/announcements/:id,apps/api/src/routes/announcements.ts:55,jwt,role-check,announcements,sim,ativo
DELETE,/api/announcements/:id,apps/api/src/routes/announcements.ts:107,jwt,role-check,announcements,sim,ativo
POST,/api/announcements,apps/api/src/routes/announcements.ts:142,jwt,role-check,announcements,sim,ativo
POST,/api/announcements/:id/read,apps/api/src/routes/announcements.ts:211,jwt,,announcements,sim,ativo
GET,/api/announcements/compliance,apps/api/src/routes/announcements.ts:233,jwt,,announcements,sim,ativo
GET,/api/treatment-cycles,apps/api/src/routes/treatmentCycles.ts:8,jwt,,treatmentCycles,sim,ativo
POST,/api/treatment-cycles,apps/api/src/routes/treatmentCycles.ts:31,jwt,,treatmentCycles,sim,ativo
PATCH,/api/treatment-cycles/:id,apps/api/src/routes/treatmentCycles.ts:55,jwt,,treatmentCycles,sim,ativo
DELETE,/api/treatment-cycles/:id,apps/api/src/routes/treatmentCycles.ts:96,jwt,,treatmentCycles,sim,ativo
POST,/api/treatment-cycles/:id/close,apps/api/src/routes/treatmentCycles.ts:108,jwt,,treatmentCycles,sim,ativo
GET,/api/treatment-cycles/:id/report,apps/api/src/routes/treatmentCycles.ts:266,jwt,,treatmentCycles,sim,ativo
GET,/api/groups/classes,apps/api/src/routes/groups.ts:53,jwt,,groups,sim,ativo
POST,/api/groups/classes,apps/api/src/routes/groups.ts:79,jwt,,groups,sim,ativo
POST,/api/groups/enroll,apps/api/src/routes/groups.ts:114,jwt,,groups,sim,ativo
POST,/api/groups/checkin,apps/api/src/routes/groups.ts:148,jwt,,groups,sim,ativo
GET,/api/groups/live-status,apps/api/src/routes/groups.ts:187,jwt,,groups,sim,ativo
GET,/api/image-processor/:key{.*},apps/api/src/routes/imageProcessor.ts:11,public,,imageProcessor,sim (consumidor externo),ativo
GET,/api/biomechanics/dashboard,apps/api/src/routes/biomechanics.ts:449,jwt,,biomechanics,sim,ativo
GET,/api/biomechanics/protocols,apps/api/src/routes/biomechanics.ts:493,jwt,,biomechanics,sim,ativo
POST,/api/biomechanics/protocols,apps/api/src/routes/biomechanics.ts:511,jwt,,biomechanics,sim,ativo
GET,/api/biomechanics/protocols/:id,apps/api/src/routes/biomechanics.ts:549,jwt,,biomechanics,sim,ativo
POST,/api/biomechanics/captures,apps/api/src/routes/biomechanics.ts:564,jwt,,biomechanics,sim,ativo
POST,/api/biomechanics/:id/media/upload-url,apps/api/src/routes/biomechanics.ts:681,jwt,,biomechanics,sim,ativo
POST,/api/biomechanics/:id/media/complete,apps/api/src/routes/biomechanics.ts:737,jwt,,biomechanics,sim,ativo
POST,/api/biomechanics/:id/process,apps/api/src/routes/biomechanics.ts:801,jwt,,biomechanics,sim,ativo
GET,/api/biomechanics/:id/job,apps/api/src/routes/biomechanics.ts:898,jwt,,biomechanics,sim,ativo
GET,/api/biomechanics/:id/workbench,apps/api/src/routes/biomechanics.ts:918,jwt,,biomechanics,sim,ativo
POST,/api/biomechanics/:id/annotations,apps/api/src/routes/biomechanics.ts:1000,jwt,,biomechanics,sim,ativo
PATCH,/api/biomechanics/:id/metrics/:metricId,apps/api/src/routes/biomechanics.ts:1035,jwt,,biomechanics,sim,ativo
POST,/api/biomechanics/:id/validate,apps/api/src/routes/biomechanics.ts:1067,jwt,,biomechanics,sim,ativo
GET,/api/biomechanics/patient/:patientId/timeline,apps/api/src/routes/biomechanics.ts:1116,jwt,,biomechanics,sim,ativo
GET,/api/biomechanics/patient/:patientId,apps/api/src/routes/biomechanics.ts:1146,jwt,,biomechanics,sim,ativo
GET,/api/biomechanics/patient/:patientId/metrics/history,apps/api/src/routes/biomechanics.ts:1166,jwt,,biomechanics,sim,ativo
GET,/api/biomechanics/patient/:patientId/comparison,apps/api/src/routes/biomechanics.ts:1186,jwt,,biomechanics,sim,ativo
POST,/api/biomechanics,apps/api/src/routes/biomechanics.ts:1250,jwt,,biomechanics,sim,ativo
PATCH,/api/biomechanics/:id,apps/api/src/routes/biomechanics.ts:1286,jwt,,biomechanics,sim,ativo
GET,/api/biomechanics/:id,apps/api/src/routes/biomechanics.ts:1317,jwt,,biomechanics,sim,ativo
POST,/api/biomechanics/:id/pdf,apps/api/src/routes/biomechanics.ts:1340,jwt,,biomechanics,sim,ativo
POST,/api/biomechanics/:id/sign,apps/api/src/routes/biomechanics.ts:1498,jwt,,biomechanics,sim,ativo
GET,/api/biomechanics/:id/verify,apps/api/src/routes/biomechanics.ts:1562,public,,biomechanics,sim,ativo
GET,/api/notifications,apps/api/src/routes/notifications.ts:9,jwt,,notifications,sim,ativo
POST,/api/notifications,apps/api/src/routes/notifications.ts:31,jwt,,notifications,sim,ativo
PUT,/api/notifications/:id/read,apps/api/src/routes/notifications.ts:69,jwt,,notifications,sim,ativo
PUT,/api/notifications/read-all,apps/api/src/routes/notifications.ts:96,jwt,,notifications,sim,ativo
DELETE,/api/notifications/:id,apps/api/src/routes/notifications.ts:108,jwt,,notifications,sim,ativo
POST,/api/exercise-import/ingest,apps/api/src/routes/exercise-import.ts:65,jwt,role-check,exercise-import,sim,ativo
GET,/api/exercise-import/candidates,apps/api/src/routes/exercise-import.ts:72,jwt,,exercise-import,sim,ativo
POST,/api/exercise-import/candidates/:id/approve,apps/api/src/routes/exercise-import.ts:85,jwt,role-check,exercise-import,sim,ativo
POST,/api/exercise-import/candidates/:id/reject,apps/api/src/routes/exercise-import.ts:119,jwt,role-check,exercise-import,sim,ativo
GET,/api/fisiobrain/search,apps/api/src/routes/fisiobrain.ts:32,jwt,,fisiobrain,sim,ativo
GET,/api/feriados,apps/api/src/routes/feriados.ts:20,jwt,,feriados,sim,ativo
POST,/api/feriados,apps/api/src/routes/feriados.ts:76,jwt,,feriados,sim,ativo
PUT,/api/feriados/:id,apps/api/src/routes/feriados.ts:99,jwt,,feriados,sim,ativo
DELETE,/api/feriados/:id,apps/api/src/routes/feriados.ts:136,jwt,,feriados,sim,ativo
GET,/api/financial/empresas-parceiras,apps/api/src/routes/financial-catalogs.ts:11,jwt,,financial-catalogs,sim,ativo
POST,/api/financial/empresas-parceiras,apps/api/src/routes/financial-catalogs.ts:29,jwt,,financial-catalogs,sim,ativo
PUT,/api/financial/empresas-parceiras/:id,apps/api/src/routes/financial-catalogs.ts:61,jwt,,financial-catalogs,sim,ativo
DELETE,/api/financial/empresas-parceiras/:id,apps/api/src/routes/financial-catalogs.ts:109,jwt,,financial-catalogs,sim,ativo
GET,/api/financial/fornecedores,apps/api/src/routes/financial-catalogs.ts:134,jwt,,financial-catalogs,sim,ativo
POST,/api/financial/fornecedores,apps/api/src/routes/financial-catalogs.ts:152,jwt,,financial-catalogs,sim,ativo
PUT,/api/financial/fornecedores/:id,apps/api/src/routes/financial-catalogs.ts:193,jwt,,financial-catalogs,sim,ativo
DELETE,/api/financial/fornecedores/:id,apps/api/src/routes/financial-catalogs.ts:264,jwt,,financial-catalogs,sim,ativo
GET,/api/financial/formas-pagamento,apps/api/src/routes/financial-catalogs.ts:284,jwt,,financial-catalogs,sim,ativo
POST,/api/financial/formas-pagamento,apps/api/src/routes/financial-catalogs.ts:302,jwt,,financial-catalogs,sim,ativo
PUT,/api/financial/formas-pagamento/:id,apps/api/src/routes/financial-catalogs.ts:335,jwt,,financial-catalogs,sim,ativo
DELETE,/api/financial/formas-pagamento/:id,apps/api/src/routes/financial-catalogs.ts:374,jwt,,financial-catalogs,sim,ativo
GET,/api/financial/convenios,apps/api/src/routes/financial-catalogs.ts:396,jwt,,financial-catalogs,sim,ativo
POST,/api/financial/convenios,apps/api/src/routes/financial-catalogs.ts:420,jwt,,financial-catalogs,sim,ativo
PUT,/api/financial/convenios/:id,apps/api/src/routes/financial-catalogs.ts:457,jwt,,financial-catalogs,sim,ativo
DELETE,/api/financial/convenios/:id,apps/api/src/routes/financial-catalogs.ts:510,jwt,,financial-catalogs,sim,ativo
POST,/api/import/legacy-data,apps/api/src/routes/import.ts:470,jwt,,import,não (só e2e),ativo
GET,/api/templates/categories,apps/api/src/routes/templates.ts:92,public,,templates,sim,ativo
GET,/api/templates,apps/api/src/routes/templates.ts:104,public,,templates,sim,ativo
POST,/api/templates/:id/apply,apps/api/src/routes/templates.ts:195,jwt,,templates,sim,ativo
